forecast_timestamp,forecast_value,standard_error,confidence_level,prediction_interval_lower_bound,prediction_interval_upper_bound
2022-10-16 00:00:00.000000 UTC,98.021512053591209,1.0990518007595558,0.8,96.612212608432941,99.430811498749478
2022-10-17 00:00:00.000000 UTC,99.878964507160276,1.1437920723310084,0.8,98.4122952093178,101.34563380500275
2022-10-18 00:00:00.000000 UTC,99.499593921134448,1.2124649112768133,0.8,97.944866359107451,101.05432148316144
2022-10-19 00:00:00.000000 UTC,98.828056165968519,1.3173859582320187,0.8,97.138789746758263,100.51732258517877
2022-10-20 00:00:00.000000 UTC,98.002556591023549,1.3843789894493796,0.8,96.2273859026434,99.777727279403692
2022-10-21 00:00:00.000000 UTC,96.851882332369655,1.3900263001980191,0.8,95.069470172842117,98.6342944918972
2022-10-22 00:00:00.000000 UTC,93.4230030484569,1.3956507600598016,0.8,91.633378719168988,95.212627377744823
2022-10-23 00:00:00.000000 UTC,92.0472086919705,1.4012526441969022,0.8,90.250401141472437,93.844016242468555
2022-10-24 00:00:00.000000 UTC,93.5201954536085,1.4068322222930916,0.8,91.716233284638633,95.324157622578355
2022-10-25 00:00:00.000000 UTC,93.0723484206575,1.4123897587052332,0.8,91.261259896972916,94.8834369443421
2022-10-26 00:00:00.000000 UTC,92.940398595389382,1.4179255126094372,0.8,91.122211648409063,94.7585855423697
2022-10-27 00:00:00.000000 UTC,92.99905090957256,1.4234397381420976,0.8,91.1737931448398,94.824308674305314
2022-10-28 00:00:00.000000 UTC,91.84424461754287,1.4289326845360324,0.8,90.011943321013064,93.676545914072676
2022-10-29 00:00:00.000000 UTC,88.313785595502253,1.4344045962519292,0.8,86.4744677396621,90.1531034513424
2022-10-30 00:00:00.000000 UTC,86.863783076930062,1.4398557131052989,0.8,85.017475326754052,88.710090827106072
2022-10-31 00:00:00.000000 UTC,88.352703559200535,1.4452862703891145,0.8,86.4994322779501,90.205974840450963
2022-11-01 00:00:00.000000 UTC,111.78724928179342,1.4506964989923237,0.8,109.92704053666421,113.64745802692264
2022-11-02 00:00:00.000000 UTC,111.72819077920147,1.4560866255143936,0.8,109.86107034682364,113.5953112115793
2022-11-03 00:00:00.000000 UTC,111.83127162992925,1.4614568723760553,0.8,109.95726500172583,113.70527825813267
2022-11-04 00:00:00.000000 UTC,110.61869468086152,1.466807457926401,0.8,108.73782706826941,112.49956229345364
2022-11-05 00:00:00.000000 UTC,106.95672034284215,1.4721385965464728,0.8,105.0690166824003,108.84442400328399
2022-11-06 00:00:00.000000 UTC,105.45379976236569,1.4774504987494934,0.8,103.55928472067477,107.34831480405661
2022-11-07 00:00:00.000000 UTC,107.01159572356002,1.4827433712778604,0.8,105.11029370211767,108.91289774500237
2022-11-08 00:00:00.000000 UTC,106.74871540690714,1.4880174171970377,0.8,104.84065054682289,108.65678026699139
2022-11-09 00:00:00.000000 UTC,106.74842071437379,1.4932728359864622,0.8,104.83361690096733,108.66322452778026
2022-11-10 00:00:00.000000 UTC,106.84474483837772,1.4985098236275798,0.8,104.92322570566435,108.76626397109109
2022-11-11 00:00:00.000000 UTC,105.53321371334874,1.5037285726891236,0.8,103.60500264841546,107.46142477828202
2022-11-12 00:00:00.000000 UTC,101.74640622214305,1.5089292724097365,0.8,99.811526369418672,103.68128607486743
2022-11-13 00:00:00.000000 UTC,100.2389718746154,1.5141121087780405,0.8,98.297446140038,102.1804976091928
2022-11-14 00:00:00.000000 UTC,101.91126705618733,1.5192772646102466,0.8,99.963118111272209,103.85941600110245
2022-11-15 00:00:00.000000 UTC,101.75972653224073,1.5244249196253983,0.8,99.804976818051856,103.71447624642961
2022-11-16 00:00:00.000000 UTC,101.77354113561877,1.5295552505183363,0.8,99.812212866646661,103.73486940459088
2022-11-17 00:00:00.000000 UTC,101.81395772841013,1.5346684310304681,0.8,99.846072896359047,103.78184256046121
2022-11-18 00:00:00.000000 UTC,100.39501435556593,1.539764632018422,0.8,98.420594733052951,102.36943397807892
2022-11-19 00:00:00.000000 UTC,96.523384684210924,1.5448440215206631,0.8,94.54245182837964,98.504317540042209
2022-11-20 00:00:00.000000 UTC,95.063130683469879,1.5499067648221434,0.8,93.0757059395212,97.050555427418558
2022-11-21 00:00:00.000000 UTC,96.865775010195108,1.5549530245170597,0.8,94.871879514837573,98.859670505552643
2022-11-22 00:00:00.000000 UTC,96.791007666925282,1.5599829605697815,0.8,94.790662351747258,98.7913529821033
2022-11-23 00:00:00.000000 UTC,96.765728801067866,1.5649967303740187,0.8,94.758954395833868,98.772503206301863
2022-11-24 00:00:00.000000 UTC,96.727313321301324,1.5699944888102879,0.8,94.714130357174653,98.740496285428
2022-11-25 00:00:00.000000 UTC,95.22938810068915,1.5749763883017378,0.8,93.209816913382923,97.248959287995376
2022-11-26 00:00:00.000000 UTC,91.326582811934628,1.5799425788683887,0.8,89.300643544793317,93.352522079075939
2022-11-27 00:00:00.000000 UTC,89.943049481044255,1.5848932081798457,0.8,87.910762088057567,91.975336874030944
2022-11-28 00:00:00.000000 UTC,91.854317799508152,1.5898284216065304,0.8,89.815702048259226,93.892933550757078
2022-11-29 00:00:00.000000 UTC,91.803307012880524,1.59474836226949,0.8,89.7583824874303,93.848231538330751
2022-11-30 00:00:00.000000 UTC,91.703369822771819,1.5996531710888235,0.8,89.652155926481271,93.754583719062367
